HostName,PlanetLetter,DiscoveryMethod,PlanetInSS,Updated,PlanetName,DiscoveryYear,PlaceOfDiscovery,DiscoveryFacility,Telescope,Instrument,Status
Kepler-164,c,Transit,3,5/14/2014,Kepler-164 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1641,c,Transit,2,5/10/2016,Kepler-1641 c,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1642,c,Transit,2,5/10/2016,Kepler-1642 c,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-165,c,Transit,2,5/14/2014,Kepler-165 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-166,c,Transit,3,5/14/2014,Kepler-166 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-167,c,Transit,4,3/10/2016,Kepler-167 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-168,c,Transit,2,5/14/2014,Kepler-168 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-169,c,Transit,5,5/14/2014,Kepler-169 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-170,c,Transit,2,5/14/2014,Kepler-170 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-171,c,Transit,3,5/14/2014,Kepler-171 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-172,c,Transit,4,5/14/2014,Kepler-172 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-173,c,Transit,2,5/14/2014,Kepler-173 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-174,c,Transit,3,5/14/2014,Kepler-174 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-175,c,Transit,2,5/14/2014,Kepler-175 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-176,c,Transit,4,5/14/2014,Kepler-176 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-177,c,Transit,2,5/14/2014,Kepler-177 c,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-178,c,Transit,3,5/14/2014,Kepler-178 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-179,c,Transit,2,5/14/2014,Kepler-179 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-18,c,Transit,3,5/14/2014,Kepler-18 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-180,c,Transit,2,5/14/2014,Kepler-180 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-181,c,Transit,2,5/14/2014,Kepler-181 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-182,c,Transit,2,5/14/2014,Kepler-182 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-183,c,Transit,2,5/14/2014,Kepler-183 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-184,c,Transit,3,5/14/2014,Kepler-184 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-185,c,Transit,2,5/14/2014,Kepler-185 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-186,c,Transit,5,5/14/2014,Kepler-186 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-187,c,Transit,2,5/14/2014,Kepler-187 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-188,c,Transit,2,5/14/2014,Kepler-188 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-189,c,Transit,2,5/14/2014,Kepler-189 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-190,c,Transit,2,5/14/2014,Kepler-190 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-191,c,Transit,3,5/14/2014,Kepler-191 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-192,c,Transit,3,5/14/2014,Kepler-192 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-193,c,Transit,2,5/14/2014,Kepler-193 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-194,c,Transit,3,5/14/2014,Kepler-194 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-195,c,Transit,2,5/14/2014,Kepler-195 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-196,c,Transit,2,5/14/2014,Kepler-196 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-197,c,Transit,4,5/14/2014,Kepler-197 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-198,c,Transit,3,5/14/2014,Kepler-198 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-199,c,Transit,2,5/14/2014,Kepler-199 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-20,c,Transit,6,3/30/2017,Kepler-20 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-200,c,Transit,2,5/14/2014,Kepler-200 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-201,c,Transit,2,5/14/2014,Kepler-201 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-202,c,Transit,2,5/14/2014,Kepler-202 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-203,c,Transit,3,5/14/2014,Kepler-203 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-204,c,Transit,2,5/14/2014,Kepler-204 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-205,c,Transit,2,5/14/2014,Kepler-205 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-206,c,Transit,3,5/14/2014,Kepler-206 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-207,c,Transit,3,5/14/2014,Kepler-207 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-208,c,Transit,4,5/14/2014,Kepler-208 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-209,c,Transit,2,5/14/2014,Kepler-209 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-210,c,Transit,2,5/14/2014,Kepler-210 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-211,c,Transit,2,5/14/2014,Kepler-211 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-212,c,Transit,2,5/14/2014,Kepler-212 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-213,c,Transit,2,5/14/2014,Kepler-213 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-214,c,Transit,2,5/14/2014,Kepler-214 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-215,c,Transit,4,5/14/2014,Kepler-215 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-216,c,Transit,2,5/14/2014,Kepler-216 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-217,c,Transit,3,5/14/2014,Kepler-217 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-218,c,Transit,3,5/14/2014,Kepler-218 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-219,c,Transit,3,5/14/2014,Kepler-219 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-220,c,Transit,4,5/14/2014,Kepler-220 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-221,c,Transit,4,5/14/2014,Kepler-221 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-222,c,Transit,3,5/14/2014,Kepler-222 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-223,c,Transit,4,8/4/2016,Kepler-223 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-224,c,Transit,4,5/14/2014,Kepler-224 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-225,c,Transit,2,5/14/2014,Kepler-225 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-226,c,Transit,3,5/14/2014,Kepler-226 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-227,c,Transit,2,5/14/2014,Kepler-227 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-228,c,Transit,3,5/14/2014,Kepler-228 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-229,c,Transit,3,5/14/2014,Kepler-229 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-23,c,Transit,3,5/14/2014,Kepler-23 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-230,c,Transit,2,5/14/2014,Kepler-230 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-231,c,Transit,2,5/14/2014,Kepler-231 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-232,c,Transit,2,5/14/2014,Kepler-232 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-233,c,Transit,2,5/14/2014,Kepler-233 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-234,c,Transit,2,5/14/2014,Kepler-234 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-235,c,Transit,4,5/14/2014,Kepler-235 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-236,c,Transit,2,5/14/2014,Kepler-236 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-237,c,Transit,2,5/14/2014,Kepler-237 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-238,c,Transit,5,5/14/2014,Kepler-238 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-239,c,Transit,2,5/14/2014,Kepler-239 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-24,c,Transit,4,5/14/2014,Kepler-24 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-240,c,Transit,2,5/14/2014,Kepler-240 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-241,c,Transit,2,5/14/2014,Kepler-241 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-242,c,Transit,2,5/14/2014,Kepler-242 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-243,c,Transit,2,5/14/2014,Kepler-243 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-244,c,Transit,3,5/14/2014,Kepler-244 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-245,c,Transit,4,5/14/2014,Kepler-245 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-246,c,Transit,2,5/14/2014,Kepler-246 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-247,c,Transit,3,5/14/2014,Kepler-247 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-248,c,Transit,2,5/14/2014,Kepler-248 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-249,c,Transit,3,5/14/2014,Kepler-249 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-25,c,Transit,3,10/27/2016,Kepler-25 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-250,c,Transit,3,5/14/2014,Kepler-250 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-251,c,Transit,4,5/14/2014,Kepler-251 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-252,c,Transit,2,5/14/2014,Kepler-252 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-253,c,Transit,3,5/14/2014,Kepler-253 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-254,c,Transit,3,5/14/2014,Kepler-254 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-255,c,Transit,3,5/14/2014,Kepler-255 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-256,c,Transit,4,5/14/2014,Kepler-256 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-257,c,Transit,3,5/14/2014,Kepler-257 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-258,c,Transit,2,5/14/2014,Kepler-258 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-259,c,Transit,2,5/14/2014,Kepler-259 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-26,c,Transit,4,4/7/2016,Kepler-26 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-260,c,Transit,2,5/14/2014,Kepler-260 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-261,c,Transit,2,5/14/2014,Kepler-261 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-262,c,Transit,2,5/14/2014,Kepler-262 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-263,c,Transit,2,5/14/2014,Kepler-263 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-264,c,Transit,2,5/14/2014,Kepler-264 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-265,c,Transit,4,5/14/2014,Kepler-265 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-266,c,Transit,2,5/14/2014,Kepler-266 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-267,c,Transit,3,5/14/2014,Kepler-267 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-268,c,Transit,2,5/14/2014,Kepler-268 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-269,c,Transit,2,5/14/2014,Kepler-269 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-27,c,Transit,2,5/14/2014,Kepler-27 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-270,c,Transit,2,5/14/2014,Kepler-270 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-271,c,Transit,3,5/14/2014,Kepler-271 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-272,c,Transit,3,5/14/2014,Kepler-272 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-273,c,Transit,2,5/14/2014,Kepler-273 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-274,c,Transit,2,5/14/2014,Kepler-274 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-275,c,Transit,3,5/14/2014,Kepler-275 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-276,c,Transit,3,5/14/2014,Kepler-276 c,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-277,c,Transit,2,5/14/2014,Kepler-277 c,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-278,c,Transit,2,5/14/2014,Kepler-278 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-279,c,Transit,3,5/14/2014,Kepler-279 c,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-28,c,Transit,2,5/14/2014,Kepler-28 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-280,c,Transit,2,5/14/2014,Kepler-280 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-281,c,Transit,2,5/14/2014,Kepler-281 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-282,c,Transit,4,5/14/2014,Kepler-282 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-283,c,Transit,2,5/14/2014,Kepler-283 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-284,c,Transit,2,5/14/2014,Kepler-284 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-285,c,Transit,2,5/14/2014,Kepler-285 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-286,c,Transit,4,5/14/2014,Kepler-286 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-287,c,Transit,2,5/14/2014,Kepler-287 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-288,c,Transit,3,5/14/2014,Kepler-288 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-289,c,Transit,3,11/19/2014,Kepler-289 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-29,c,Transit,2,4/7/2016,Kepler-29 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-290,c,Transit,2,5/14/2014,Kepler-290 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-291,c,Transit,2,5/14/2014,Kepler-291 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-292,c,Transit,5,5/14/2014,Kepler-292 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-293,c,Transit,2,5/14/2014,Kepler-293 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-294,c,Transit,2,5/14/2014,Kepler-294 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-295,c,Transit,3,5/14/2014,Kepler-295 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-296,c,Transit,5,9/3/2015,Kepler-296 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-297,c,Transit,2,5/14/2014,Kepler-297 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-298,c,Transit,3,5/14/2014,Kepler-298 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-299,c,Transit,4,5/14/2014,Kepler-299 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-30,c,Transit,3,5/14/2014,Kepler-30 c,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-300,c,Transit,2,5/14/2014,Kepler-300 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-301,c,Transit,3,5/14/2014,Kepler-301 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-302,c,Transit,2,5/14/2014,Kepler-302 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-303,c,Transit,2,5/14/2014,Kepler-303 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-304,c,Transit,4,5/14/2014,Kepler-304 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-305,c,Transit,3,5/14/2014,Kepler-305 c,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-306,c,Transit,4,5/14/2014,Kepler-306 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-307,c,Transit,2,4/7/2016,Kepler-307 c,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-308,c,Transit,2,5/14/2014,Kepler-308 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-309,c,Transit,2,5/14/2014,Kepler-309 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-31,c,Transit,3,5/14/2014,Kepler-31 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-310,c,Transit,3,5/14/2014,Kepler-310 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-311,c,Transit,2,5/14/2014,Kepler-311 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-312,c,Transit,2,5/14/2014,Kepler-312 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-313,c,Transit,2,5/14/2014,Kepler-313 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-314,c,Transit,2,5/14/2014,Kepler-314 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-315,c,Transit,2,5/14/2014,Kepler-315 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-316,c,Transit,2,5/14/2014,Kepler-316 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-317,c,Transit,2,5/14/2014,Kepler-317 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-318,c,Transit,2,5/14/2014,Kepler-318 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-319,c,Transit,3,5/14/2014,Kepler-319 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-32,c,Transit,5,3/24/2016,Kepler-32 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-320,c,Transit,2,5/14/2014,Kepler-320 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-321,c,Transit,2,5/14/2014,Kepler-321 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-322,c,Transit,2,5/14/2014,Kepler-322 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-323,c,Transit,2,5/14/2014,Kepler-323 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-324,c,Transit,2,5/14/2014,Kepler-324 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-325,c,Transit,3,5/14/2014,Kepler-325 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-326,c,Transit,3,5/14/2014,Kepler-326 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-327,c,Transit,3,5/14/2014,Kepler-327 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-328,c,Transit,2,5/14/2014,Kepler-328 c,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-329,c,Transit,2,5/14/2014,Kepler-329 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-33,c,Transit,5,5/14/2014,Kepler-33 c,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-330,c,Transit,2,5/14/2014,Kepler-330 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-331,c,Transit,3,5/14/2014,Kepler-331 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-332,c,Transit,3,5/14/2014,Kepler-332 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-333,c,Transit,2,5/14/2014,Kepler-333 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-334,c,Transit,3,5/14/2014,Kepler-334 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-335,c,Transit,2,5/14/2014,Kepler-335 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-336,c,Transit,3,5/14/2014,Kepler-336 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-337,c,Transit,2,5/14/2014,Kepler-337 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-338,c,Transit,4,5/14/2014,Kepler-338 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-339,c,Transit,3,5/14/2014,Kepler-339 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-340,c,Transit,2,5/14/2014,Kepler-340 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-341,c,Transit,4,5/14/2014,Kepler-341 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-342,c,Transit,4,5/14/2014,Kepler-342 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-343,c,Transit,2,5/14/2014,Kepler-343 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-344,c,Transit,2,5/14/2014,Kepler-344 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-345,c,Transit,2,5/14/2014,Kepler-345 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-346,c,Transit,2,5/14/2014,Kepler-346 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-347,c,Transit,2,5/14/2014,Kepler-347 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-348,c,Transit,2,5/14/2014,Kepler-348 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-349,c,Transit,2,5/14/2014,Kepler-349 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-350,c,Transit,3,5/14/2014,Kepler-350 c,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-351,c,Transit,3,5/14/2014,Kepler-351 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-352,c,Transit,2,5/14/2014,Kepler-352 c,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
