HostName,PlanetLetter,DiscoveryMethod,PlanetInSS,Updated,PlanetName,DiscoveryYear,PlaceOfDiscovery,DiscoveryFacility,Telescope,Instrument,Status
Kepler-1623,b,Transit,1,5/10/2016,Kepler-1623 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1624,b,Transit,1,5/10/2016,Kepler-1624 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1625,b,Transit,1,5/10/2016,Kepler-1625 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1626,b,Transit,1,5/10/2016,Kepler-1626 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1627,b,Transit,1,5/10/2016,Kepler-1627 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1628,b,Transit,1,5/10/2016,Kepler-1628 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1629,b,Transit,1,5/10/2016,Kepler-1629 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-163,b,Transit,2,5/14/2014,Kepler-163 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1630,b,Transit,1,5/10/2016,Kepler-1630 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1631,b,Transit,1,5/10/2016,Kepler-1631 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1632,b,Transit,1,5/10/2016,Kepler-1632 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1633,b,Transit,1,5/10/2016,Kepler-1633 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1634,b,Transit,1,5/10/2016,Kepler-1634 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1635,b,Transit,1,5/10/2016,Kepler-1635 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1636,b,Transit,1,5/10/2016,Kepler-1636 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1637,b,Transit,1,5/10/2016,Kepler-1637 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1638,b,Transit,1,5/10/2016,Kepler-1638 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1639,b,Transit,1,5/10/2016,Kepler-1639 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-164,b,Transit,3,5/14/2014,Kepler-164 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1640,b,Transit,1,5/10/2016,Kepler-1640 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1641,b,Transit,2,5/10/2016,Kepler-1641 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1642,b,Transit,2,5/10/2016,Kepler-1642 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1643,b,Transit,1,5/10/2016,Kepler-1643 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1644,b,Transit,1,5/10/2016,Kepler-1644 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1645,b,Transit,1,5/10/2016,Kepler-1645 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1646,b,Transit,1,5/10/2016,Kepler-1646 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1647,b,Transit,1,5/19/2016,Kepler-1647 b,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1649,b,Transit,1,4/27/2017,Kepler-1649 b,2017,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-165,b,Transit,2,5/14/2014,Kepler-165 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1650,b,Transit,1,5/25/2017,Kepler-1650 b,2017,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-1651,b,Transit,1,5/25/2017,Kepler-1651 b,2017,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-166,b,Transit,3,5/14/2014,Kepler-166 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-167,b,Transit,4,3/10/2016,Kepler-167 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-168,b,Transit,2,5/14/2014,Kepler-168 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-169,b,Transit,5,5/14/2014,Kepler-169 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-17,b,Transit,1,5/14/2014,Kepler-17 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-170,b,Transit,2,5/14/2014,Kepler-170 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-171,b,Transit,3,5/14/2014,Kepler-171 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-172,b,Transit,4,5/14/2014,Kepler-172 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-173,b,Transit,2,5/14/2014,Kepler-173 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-174,b,Transit,3,5/14/2014,Kepler-174 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-175,b,Transit,2,5/14/2014,Kepler-175 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-176,b,Transit,4,5/14/2014,Kepler-176 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-177,b,Transit,2,5/14/2014,Kepler-177 b,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-178,b,Transit,3,5/14/2014,Kepler-178 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-179,b,Transit,2,5/14/2014,Kepler-179 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-18,b,Transit,3,5/14/2014,Kepler-18 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-180,b,Transit,2,5/14/2014,Kepler-180 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-181,b,Transit,2,5/14/2014,Kepler-181 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-182,b,Transit,2,5/14/2014,Kepler-182 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-183,b,Transit,2,5/14/2014,Kepler-183 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-184,b,Transit,3,5/14/2014,Kepler-184 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-185,b,Transit,2,5/14/2014,Kepler-185 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-186,b,Transit,5,5/14/2014,Kepler-186 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-187,b,Transit,2,5/14/2014,Kepler-187 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-188,b,Transit,2,5/14/2014,Kepler-188 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-189,b,Transit,2,5/14/2014,Kepler-189 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-19,b,Transit,3,4/13/2017,Kepler-19 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-190,b,Transit,2,5/14/2014,Kepler-190 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-191,b,Transit,3,5/14/2014,Kepler-191 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-192,b,Transit,3,5/14/2014,Kepler-192 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-193,b,Transit,2,5/14/2014,Kepler-193 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-194,b,Transit,3,5/14/2014,Kepler-194 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-195,b,Transit,2,5/14/2014,Kepler-195 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-196,b,Transit,2,5/14/2014,Kepler-196 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-197,b,Transit,4,5/14/2014,Kepler-197 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-198,b,Transit,3,5/14/2014,Kepler-198 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-199,b,Transit,2,5/14/2014,Kepler-199 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-20,b,Transit,6,3/30/2017,Kepler-20 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-200,b,Transit,2,5/14/2014,Kepler-200 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-201,b,Transit,2,5/14/2014,Kepler-201 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-202,b,Transit,2,5/14/2014,Kepler-202 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-203,b,Transit,3,5/14/2014,Kepler-203 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-204,b,Transit,2,5/14/2014,Kepler-204 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-205,b,Transit,2,5/14/2014,Kepler-205 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-206,b,Transit,3,5/14/2014,Kepler-206 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-207,b,Transit,3,5/14/2014,Kepler-207 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-208,b,Transit,4,5/14/2014,Kepler-208 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-209,b,Transit,2,5/14/2014,Kepler-209 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-21,b,Transit,1,10/6/2016,Kepler-21 b,2012,Space,kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-210,b,Transit,2,5/14/2014,Kepler-210 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-211,b,Transit,2,5/14/2014,Kepler-211 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-212,b,Transit,2,5/14/2014,Kepler-212 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-213,b,Transit,2,5/14/2014,Kepler-213 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-214,b,Transit,2,5/14/2014,Kepler-214 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-215,b,Transit,4,5/14/2014,Kepler-215 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-216,b,Transit,2,5/14/2014,Kepler-216 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-217,b,Transit,3,5/14/2014,Kepler-217 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-218,b,Transit,3,5/14/2014,Kepler-218 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-219,b,Transit,3,5/14/2014,Kepler-219 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-22,b,Transit,1,5/14/2014,Kepler-22 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-220,b,Transit,4,5/14/2014,Kepler-220 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-221,b,Transit,4,5/14/2014,Kepler-221 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-222,b,Transit,3,5/14/2014,Kepler-222 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-223,b,Transit,4,8/4/2016,Kepler-223 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-224,b,Transit,4,5/14/2014,Kepler-224 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-225,b,Transit,2,5/14/2014,Kepler-225 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-226,b,Transit,3,5/14/2014,Kepler-226 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-227,b,Transit,2,5/14/2014,Kepler-227 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-228,b,Transit,3,5/14/2014,Kepler-228 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-229,b,Transit,3,5/14/2014,Kepler-229 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-23,b,Transit,3,5/14/2014,Kepler-23 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-230,b,Transit,2,5/14/2014,Kepler-230 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-231,b,Transit,2,5/14/2014,Kepler-231 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-232,b,Transit,2,5/14/2014,Kepler-232 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-233,b,Transit,2,5/14/2014,Kepler-233 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-234,b,Transit,2,5/14/2014,Kepler-234 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-235,b,Transit,4,5/14/2014,Kepler-235 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-236,b,Transit,2,5/14/2014,Kepler-236 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-237,b,Transit,2,5/14/2014,Kepler-237 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-238,b,Transit,5,5/14/2014,Kepler-238 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-239,b,Transit,2,5/14/2014,Kepler-239 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-24,b,Transit,4,5/14/2014,Kepler-24 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-240,b,Transit,2,5/14/2014,Kepler-240 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-241,b,Transit,2,5/14/2014,Kepler-241 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-242,b,Transit,2,5/14/2014,Kepler-242 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-243,b,Transit,2,5/14/2014,Kepler-243 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-244,b,Transit,3,5/14/2014,Kepler-244 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-245,b,Transit,4,5/14/2014,Kepler-245 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-246,b,Transit,2,5/14/2014,Kepler-246 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-247,b,Transit,3,5/14/2014,Kepler-247 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-248,b,Transit,2,5/14/2014,Kepler-248 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-249,b,Transit,3,5/14/2014,Kepler-249 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-25,b,Transit,3,10/27/2016,Kepler-25 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-250,b,Transit,3,5/14/2014,Kepler-250 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-251,b,Transit,4,5/14/2014,Kepler-251 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-252,b,Transit,2,5/14/2014,Kepler-252 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-253,b,Transit,3,5/14/2014,Kepler-253 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-254,b,Transit,3,5/14/2014,Kepler-254 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-255,b,Transit,3,5/14/2014,Kepler-255 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-256,b,Transit,4,5/14/2014,Kepler-256 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-257,b,Transit,3,5/14/2014,Kepler-257 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-258,b,Transit,2,5/14/2014,Kepler-258 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-259,b,Transit,2,5/14/2014,Kepler-259 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-26,b,Transit,4,4/7/2016,Kepler-26 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-260,b,Transit,2,5/14/2014,Kepler-260 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-261,b,Transit,2,5/14/2014,Kepler-261 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-262,b,Transit,2,5/14/2014,Kepler-262 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-263,b,Transit,2,5/14/2014,Kepler-263 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-264,b,Transit,2,5/14/2014,Kepler-264 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-265,b,Transit,4,5/14/2014,Kepler-265 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-266,b,Transit,2,5/14/2014,Kepler-266 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-267,b,Transit,3,5/14/2014,Kepler-267 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-268,b,Transit,2,5/14/2014,Kepler-268 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-269,b,Transit,2,5/14/2014,Kepler-269 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-27,b,Transit,2,5/14/2014,Kepler-27 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-270,b,Transit,2,5/14/2014,Kepler-270 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-271,b,Transit,3,5/14/2014,Kepler-271 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-272,b,Transit,3,5/14/2014,Kepler-272 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-273,b,Transit,2,5/14/2014,Kepler-273 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-274,b,Transit,2,5/14/2014,Kepler-274 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-275,b,Transit,3,5/14/2014,Kepler-275 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-276,b,Transit,3,5/14/2014,Kepler-276 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-277,b,Transit,2,5/14/2014,Kepler-277 b,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-278,b,Transit,2,5/14/2014,Kepler-278 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-279,b,Transit,3,5/14/2014,Kepler-279 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-28,b,Transit,2,5/14/2014,Kepler-28 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-280,b,Transit,2,5/14/2014,Kepler-280 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-281,b,Transit,2,5/14/2014,Kepler-281 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-282,b,Transit,4,5/14/2014,Kepler-282 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-283,b,Transit,2,5/14/2014,Kepler-283 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-284,b,Transit,2,5/14/2014,Kepler-284 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-285,b,Transit,2,5/14/2014,Kepler-285 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-286,b,Transit,4,5/14/2014,Kepler-286 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-287,b,Transit,2,5/14/2014,Kepler-287 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-288,b,Transit,3,5/14/2014,Kepler-288 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-289,b,Transit,3,11/19/2014,Kepler-289 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-29,b,Transit,2,4/7/2016,Kepler-29 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-290,b,Transit,2,5/14/2014,Kepler-290 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-291,b,Transit,2,5/14/2014,Kepler-291 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-292,b,Transit,5,5/14/2014,Kepler-292 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-293,b,Transit,2,5/14/2014,Kepler-293 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-294,b,Transit,2,5/14/2014,Kepler-294 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-295,b,Transit,3,5/14/2014,Kepler-295 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-296,b,Transit,5,9/3/2015,Kepler-296 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-297,b,Transit,2,5/14/2014,Kepler-297 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-298,b,Transit,3,5/14/2014,Kepler-298 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-299,b,Transit,4,5/14/2014,Kepler-299 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-30,b,Transit,3,5/14/2014,Kepler-30 b,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-300,b,Transit,2,5/14/2014,Kepler-300 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-301,b,Transit,3,5/14/2014,Kepler-301 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-302,b,Transit,2,5/14/2014,Kepler-302 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-303,b,Transit,2,5/14/2014,Kepler-303 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-304,b,Transit,4,5/14/2014,Kepler-304 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-305,b,Transit,3,5/14/2014,Kepler-305 b,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-306,b,Transit,4,5/14/2014,Kepler-306 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-307,b,Transit,2,4/7/2016,Kepler-307 b,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-308,b,Transit,2,5/14/2014,Kepler-308 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-309,b,Transit,2,5/14/2014,Kepler-309 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-31,b,Transit,3,5/14/2014,Kepler-31 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-310,b,Transit,3,5/14/2014,Kepler-310 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-311,b,Transit,2,5/14/2014,Kepler-311 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-312,b,Transit,2,5/14/2014,Kepler-312 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-313,b,Transit,2,5/14/2014,Kepler-313 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-314,b,Transit,2,5/14/2014,Kepler-314 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-315,b,Transit,2,5/14/2014,Kepler-315 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-316,b,Transit,2,5/14/2014,Kepler-316 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-317,b,Transit,2,5/14/2014,Kepler-317 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-318,b,Transit,2,5/14/2014,Kepler-318 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-319,b,Transit,3,5/14/2014,Kepler-319 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-32,b,Transit,5,3/24/2016,Kepler-32 b,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-320,b,Transit,2,5/14/2014,Kepler-320 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
Kepler-321,b,Transit,2,5/14/2014,Kepler-321 b,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3
